org_pac_id,facility_name,cbsa_title,rural,inland_empire,practice_size,incentive_ptcpt
8022922475,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
3375456619,REGENTS OF THE UNIV OF CA,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
8527018316,"ZEITER EYE MEDICAL GROUP, INC","Stockton-Lodi, CA",urban,CA other,medium,Meaningfully Attested
6002729175,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,"Bakersfield-Delano, CA",urban,CA other,large,Meaningfully Attested
5799672275,"VITREO-RETINAL MEDICAL GROUP, INC.","Yuba City, CA",urban,CA other,medium,Meaningfully Attested
3375456619,REGENTS OF THE UNIV OF CA,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
1658780556,"OC PULMONARY AND SLEEP, INC","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
4486567229,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
NA,,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,NA,Meaningfully Attested
6406040138,PRIMA MEDICAL FOUNDATION,"Santa Rosa-Petaluma, CA",urban,CA other,medium,No Meaningful Attest
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Vallejo, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
5395748669,DERMATOLOGY AND LASER CENTER OF SAN DIEGO,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,Meaningfully Attested
9133023443,"RECOVERCARE THERAPY GROUP, INC.","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Vallejo, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Yuba City, CA",urban,CA other,large,Meaningfully Attested
NA,,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,NA,Meaningfully Attested
4688767262,THE NEPHROLOGY GROUP INC,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
6507181708,UNIVERSITY FACULTY ASSOCIATES INC,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
8022922475,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
2961438643,GAREY ORTHOPEDIC MEDICAL GROUP,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,Meaningfully Attested
3072744564,VALLEY NEUROSURGICAL INSTITUTE INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
7517018971,WESTERN PODMED CLINIC INC A PODIATRIC CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
2062847015,VALLEY EYE INSTITUTE INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
1557655230,"GORDON SCHANZLIN NEW VISION INSTITUTE, INC. A PROFESSIONAL MEDICAL COR","San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,Meaningfully Attested
5698713055,ADVANCED HEALTH MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
5597663641,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
1456592351,SVMHS CLINICS,"Salinas, CA",urban,CA other,medium,Meaningfully Attested
3375456619,REGENTS OF THE UNIV OF CA,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
8022922475,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
244368868,FANDS RADIOLOGY PC,"El Centro, CA",urban,CA other,medium,Meaningfully Attested
9537156757,FLORIDA UNITED RADIOLOGY LC,"El Centro, CA",urban,CA other,medium,Meaningfully Attested
244368868,FANDS RADIOLOGY PC,"Santa Cruz-Watsonville, CA",urban,CA other,medium,No Meaningful Attest
2163597899,RADADVANTAGE A PROFESSIONAL CORPORATION,"Fresno, CA",urban,CA other,medium,No Meaningful Attest
9638078256,FRANKLIN AND SEIDELMANN INC,"Santa Cruz-Watsonville, CA",urban,CA other,small,No Meaningful Attest
3779748678,BEACH CITIES ENTS,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
5698662823,MIRAMAR EYE SPECIALISTS MEDICAL GROUP INC,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,Meaningfully Attested
3678487774,CALIFORNIA EM-I MEDICAL SERVICES A MEDICAL CORPORATION,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6103115183,SILICON VALLEY MEDICAL DEVELOPMENT LLC,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,medium,Meaningfully Attested
4284520529,NORTH EAST MEDICAL SERVICES,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
2860687050,WASHINGTON TOWNSHIP MEDICAL FOUNDATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
2961492327,RIVERSIDE MEDICAL CLINIC INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
42493066,QUANTUM NEUROMONITORING CORPORATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,No Meaningful Attest
7113257585,LAKSMI ANANTA INC,"Vallejo, CA",urban,CA other,small,No Meaningful Attest
1254761315,GOLDEN STATE IMAGING ASSOCIATES INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
7315841756,RENAISSANCE IMAGING MEDICAL ASSOCIATES INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
8123012515,LEPORT SURGICAL MEDICAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
3274580972,ADVENTIST HEALTH PHYSICIANS NETWORK,"Napa, CA",urban,CA other,large,Meaningfully Attested
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
6608874896,IMAGE GUIDED THERAPEUTICS INC,"Sacramento-Roseville-Folsom, CA",urban,CA other,medium,No Meaningful Attest
3577476761,REGENTS OF THE UNIVERSITY OF CALIFORNIA,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
NA,,"San Francisco-Oakland-Fremont, CA",urban,CA other,NA,Meaningfully Attested
1759762453,RESOLUTE PHYSICIANS MEDICAL GROUP PC,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,No Meaningful Attest
4981967106,"OPTIMAL HEALTH OF CA III, LLC","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
9335045228,SAN BERNARDINO MEDICAL ORTHOPAEDIC GROUP INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
9739481375,DE ANZA ORTHOPEDIC MEDICAL GROUP INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
7618014119,"NAQVI AND NAQVI, M.D.'S INC","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
8628027547,ACUTE CARE ASSOCIATES INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,Meaningfully Attested
NA,,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,NA,Meaningfully Attested
6002729175,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
7315356680,PONDERA REHABILITATION AND FITNESS PC,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,No Meaningful Attest
7315842002,HEALTHCARE PARTNERS AFFILIATES MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
7618946369,SAINT AGNES MEDICAL FOUNDATION,"Fresno, CA",urban,CA other,medium,Meaningfully Attested
NA,,"Santa Rosa-Petaluma, CA",urban,CA other,NA,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
4880949106,CALIFORNIA UNIVERSITY OF SCIENCE AND MEDICINE,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
8628972759,SHARP REES-STEALY MEDICAL GROUP INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
8820025828,RICHARD GREENFIELD M D A MEDICAL CORPORATION,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
9032111281,BASS MEDICAL GROUP,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
8022926559,ENKI HEALTH SERVICES INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
2567484488,CALIFORNIA INSTITUTE OF COSMETIC AND RECONSTRUCTIVE SURGERY A MEDICAL,"Bakersfield-Delano, CA",urban,CA other,small,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
1456395052,"ROY HARPER JACKSON, M.D., INC.","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
7315167392,ZEN CARE PHYSICAL MEDICINE INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
2466687728,DAO MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
7618966516,SANTA YNEZ BAND OF MISSION INDIANS,"Santa Maria-Santa Barbara, CA",urban,CA other,small,Meaningfully Attested
2769388412,"PROHEALTH PARTNERS, A MEDICAL GROUP","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
7810800661,DIGNITY HEALTH MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
NA,,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,NA,Meaningfully Attested
1153227814,FACULTY PHYSICIANS AND SURGEONS OF LLUSM,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,large,Meaningfully Attested
7911067582,"PAIN REHABILITATION AND CRITICAL CARE MEDICAL GROUP, INC.","Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,Meaningfully Attested
NA,,"Sacramento-Roseville-Folsom, CA",urban,CA other,NA,Meaningfully Attested
7517933187,KATHLEEN J DENNIS-ZARATE MD A MEDICAL CORP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
NA,,"San Francisco-Oakland-Fremont, CA",urban,CA other,NA,Meaningfully Attested
NA,,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,NA,Meaningfully Attested
3274580972,ADVENTIST HEALTH PHYSICIANS NETWORK,"Hanford-Corcoran, CA",urban,CA other,large,Meaningfully Attested
6800792003,CANCER THERAPY MEDICAL GROUP INC,"Fresno, CA",urban,CA other,small,Meaningfully Attested
2062820079,TALAMI HEALTH AND WELLNESS LLC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,large,Meaningfully Attested
4284538778,SUTTER BAY MEDICAL FOUNDATION,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
7214826460,KERN RADIOLOGY MEDICAL GROUP INC,"Bakersfield-Delano, CA",urban,CA other,medium,Meaningfully Attested
1355248584,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
3375570443,FARALLON EYE PHYSICIANS CORP,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,Meaningfully Attested
7315842002,HEALTHCARE PARTNERS AFFILIATES MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
3870780786,J AND L DE LEON MEDICAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
NA,,"Santa Maria-Santa Barbara, CA",urban,CA other,NA,Meaningfully Attested
5890916845,CSI MEDICAL GROUP,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,Meaningfully Attested
NA,,"San Francisco-Oakland-Fremont, CA",urban,CA other,NA,Meaningfully Attested
6800895103,PREMIER HOSPITALISTS OF BAKERSFIELD INC,"Bakersfield-Delano, CA",urban,CA other,small,No Meaningful Attest
8921993205,PROVIDENCE MEDICAL FOUNDATION,"Eureka-Arcata, CA",urban,CA other,large,Meaningfully Attested
8628972759,SHARP REES-STEALY MEDICAL GROUP INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
3375570443,FARALLON EYE PHYSICIANS CORP,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,Meaningfully Attested
1759710429,LA COSTA UROLOGY INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,Meaningfully Attested
3274580972,ADVENTIST HEALTH PHYSICIANS NETWORK,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,large,Meaningfully Attested
7416868120,COMMUNITY HEALTH CENTERS OF THE CENTRAL COAST INC,"San Luis Obispo-Paso Robles, CA",urban,CA other,medium,Meaningfully Attested
4183793573,"STAR PHYSICAL THERAPY OF SANTA MARIA, INC.","Santa Maria-Santa Barbara, CA",urban,CA other,small,No Meaningful Attest
941106645,CEDARS-SINAI MEDICAL CARE FOUNDATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
2860655669,SAN BENITO COUNTY,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,small,No Meaningful Attest
1850323411,HILLCREST INTERNAL MEDICINE A MEDICAL CORPORATION,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
6002729175,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
5395701460,ALPINE ORTHOPAEDIC MEDICAL GROUP INC,"Stockton-Lodi, CA",urban,CA other,medium,Meaningfully Attested
3779563374,SAN FRANCISCO SURGICAL,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,No Meaningful Attest
143572123,SAN DIEGO CHIROPRACTIC NEUROLOGY BY ALBINDER AND JAHANGIRI APC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
8628040623,SACRAMENTO HEART AND VASCULAR MEDICAL,"Sacramento-Roseville-Folsom, CA",urban,CA other,small,No Meaningful Attest
8123307188,TRIEU AND KANG PROFESSIONAL DENTAL CORP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
7517253701,MOSAIC EYE SPECIALISTS PC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
5991012130,SASHA SALLOUM MD INC A PROFESSIONAL MEDICAL CORPORATION,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
345378113,VIPAL SONI MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
143478305,MARK DAVID LEVINE MD PROFESSIONAL CORPORATION,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,No Meaningful Attest
7517956782,ENCINITAS PHYSICAL THERAPY,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
1355770058,NEWPORT AVENUE OPTOMETRY INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
1658662945,GRANT OPTOMETRIC GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
4385706647,ZIGGY'S OPTOMETRY CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
1052493301,"CENTRAL VALLEY ENDOCRINOLOGY, A PROFESSIONAL CORPORATION","Hanford-Corcoran, CA",urban,CA other,small,No Meaningful Attest
2365359932,POWERBACK REHABILITATION LLC,"San Francisco-Oakland-Fremont, CA",urban,CA other,medium,No Meaningful Attest
3577544691,DAVID B KAYE MD INC,NA,rural,NA,small,No Meaningful Attest
8820314529,WOUND MD PC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,small,No Meaningful Attest
3971682329,DOUGLAS DOBECKI MEDICAL DOCTOR INCORPORATED,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
2961778873,ADV VISION LLC,"San Luis Obispo-Paso Robles, CA",urban,CA other,small,No Meaningful Attest
9739171828,PAUL J DOUGHERTY M D INC,"San Luis Obispo-Paso Robles, CA",urban,CA other,small,No Meaningful Attest
2769518786,"HARMON E. SCHWARTZ, M.D., INC.","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
5799684866,NORTHRIDGE PAIN MANAGEMENT SPECIALISTS MEDICAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
7810203999,NELLIE GAIL URGENT CARE MEDICAL CORP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
6305870338,SHERMAN OAKS FAMILY MEDICINE INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
8123216041,DIEUMY MICHELLE THAI M D INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
4486013950,BOM VICHAE PHYSICAL THERAPY PROFESSIONAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
7315212834,WEST COAST WOUND AND SKIN CARE INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,No Meaningful Attest
6901842640,MOBILITY PHYSICAL THERAPY INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
3678471943,FLORIDA RADIOLOGY CONSULTANTS P A,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,No Meaningful Attest
5496090193,"MANN AND JONES MEDICAL GROUP, INC","Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
5890850200,R MAKALA ANDERS MD MEDICAL CORPORATION,"Napa, CA",urban,CA other,small,No Meaningful Attest
5890850200,R MAKALA ANDERS MD MEDICAL CORPORATION,"Santa Rosa-Petaluma, CA",urban,CA other,small,No Meaningful Attest
6507099520,DEPARTMENT OF VETERANS AFFAIRS OF THE STATE OF CALIFORNIA,"Fresno, CA",urban,CA other,small,Meaningfully Attested
446319206,LOS ROBLES RADIOLOGIC ASSOCIATES,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,Meaningfully Attested
1254248016,ADVENTIST HEALTH DELANO,"Bakersfield-Delano, CA",urban,CA other,medium,Meaningfully Attested
6305983669,THOUSAND OAKS DIAGNOSTIC IMAGING CENTER,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,small,Meaningfully Attested
7113001884,"I. GROSSMAN M.D., INC.","Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,Meaningfully Attested
7517245541,CONEJO LOS ROBLES ANESTHESIOLOGY MEDICAL GROUP INC,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,Meaningfully Attested
143311241,UNITED MEDICAL IMAGING HEALTHCARE INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3476440215,CENTINELA RADIOLOGY MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
3476466376,BEVERLY RADIOLOGY MEDICAL GROUP III,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3476466376,BEVERLY RADIOLOGY MEDICAL GROUP III,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
2769496066,WAYNE RADIOLOGISTS PA,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3375539927,X-RAY PROFESSIONAL ASSOCIATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3779479159,SHELBY RADIOLOGICAL ASSOCIATES PA,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
3971863416,COLUMBUS RADIOLOGY PHYSICIANS LLC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,Meaningfully Attested
3971863416,COLUMBUS RADIOLOGY PHYSICIANS LLC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
4284735051,CUMBERLAND IMAGING ASSOCIATES PC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
5991780892,RADIOLOGY GROUP OF ABINGTON PC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
6103171012,JASON L HWANG MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
6507845369,SIMI RADIOLOGY AND IMAGING MEDICAL GROUP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
7618869900,SOUTH FLORIDA MEDICAL IMAGING PA,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
9133105521,TENNESSEE VALLEY RADIOLOGY LLC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
9739092388,ENLOE MEDICAL CENTER,"Chico, CA",urban,CA other,medium,Meaningfully Attested
NA,,"Stockton-Lodi, CA",urban,CA other,NA,Meaningfully Attested
1153460621,MOUSTAFA E ALAMY M D INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
2860491859,LONG LIFE CARDIAC CENTER MEDICAL CORPORATION,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
8921910225,PERMANENTE MEDICAL GROUP INC,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
4183773492,FOCUS FORWARD WELLNESS AND PHYSICAL THERAPY,"Napa, CA",urban,CA other,small,No Meaningful Attest
9234033853,SCRIPPS HEALTH,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,large,Meaningfully Attested
648208991,WESTERN UNIVERSITY OF HEALTH SCIENCES,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
648208991,WESTERN UNIVERSITY OF HEALTH SCIENCES,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,Meaningfully Attested
7214006816,ACUTE CARE SURGERY MEDICAL GROUP INC,"Yuba City, CA",urban,CA other,medium,Meaningfully Attested
7214006816,ACUTE CARE SURGERY MEDICAL GROUP INC,"Susanville, CA",urban,CA other,medium,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Yuba City, CA",urban,CA other,large,Meaningfully Attested
9830094515,SUTTER VALLEY MEDICAL FOUNDATION,"Sacramento-Roseville-Folsom, CA",urban,CA other,large,Meaningfully Attested
42120156,VISTA COMMUNITY CLINIC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,medium,Meaningfully Attested
NA,,"Vallejo, CA",urban,CA other,NA,Meaningfully Attested
4385617349,ANDREW G IWACH MD A PROFESSIONAL CORPORATION,"San Francisco-Oakland-Fremont, CA",urban,CA other,small,No Meaningful Attest
NA,,"Vallejo, CA",urban,CA other,NA,Meaningfully Attested
4981655057,"SANTA ROSA ORTHOPAEDIC MEDICAL GROUP, INC.","Santa Rosa-Petaluma, CA",urban,CA other,medium,Meaningfully Attested
9537112586,SOUTH ORANGE COUNTY CARDIOLOGY GRP,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
NA,,"Sacramento-Roseville-Folsom, CA",urban,CA other,NA,Meaningfully Attested
8921034984,CARMEL MOUNTAIN VISION CARE INC,"San Diego-Chula Vista-Carlsbad, CA",urban,CA other,small,No Meaningful Attest
446329932,CITRUS VALLEY MEDICAL ASSOCIATES INC,"Riverside-San Bernardino-Ontario, CA",urban,Inland Empire,medium,No Meaningful Attest
7315958188,MEDHAT F MIKHAEL MD INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
9537221262,VALENCIA PULMONARY MEDICAL GROUP INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,Meaningfully Attested
4284620006,KLAMATH OPHTHALMOLOGY PC,NA,rural,NA,small,Meaningfully Attested
7012902216,WESTERN ANESTHESIA MEDICAL ASSOCIATES INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,medium,Meaningfully Attested
345218160,PRIMARY MEDICAL GROUP OF VENTURA COUNTY INC,"Oxnard-Thousand Oaks-Ventura, CA",urban,CA other,medium,Meaningfully Attested
6608280268,COMMUNITY HEALTH PARTNERS,"Fresno, CA",urban,CA other,large,Meaningfully Attested
1557493723,NORTHERN VALLEY INDIAN HEALTH INC,NA,rural,NA,medium,Meaningfully Attested
6709797491,STANFORD HEALTH CARE,"San Jose-Sunnyvale-Santa Clara, CA",urban,CA other,large,Meaningfully Attested
6305999335,HEALING HANDS CHIROPRACTIC,NA,rural,NA,small,No Meaningful Attest
8325137284,DERMATOLOGY ASSOCIATES OF ORANGE COUNTY INC,"Los Angeles-Long Beach-Anaheim, CA",urban,CA other,small,No Meaningful Attest
8921993205,PROVIDENCE MEDICAL FOUNDATION,"Eureka-Arcata, CA",urban,CA other,large,Meaningfully Attested
8921993205,PROVIDENCE MEDICAL FOUNDATION,"Santa Rosa-Petaluma, CA",urban,CA other,large,Meaningfully Attested
